Station Name,Station Code,Lat,Long
bhimal,BIML,24.752619,73.922449
bansipaharpur,BIQ,26.934869,77.481955
bijrotha,BJA,24.946620,78.420874
bijauli,BJI,25.376325,78.517310
baijnath mandir halt,BJMR,32.045478,76.644140
baghora,BJQ,24.136102,78.260705
barkhera,BKA,22.917542,77.649843
bakhri,BKHR,25.499328,87.335482
bhaktinagar,BKNG,22.281790,70.792695
baikunth,BKTH,21.497507,81.780088
bhilad,BLD,20.275804,72.887803
balangir,BLGR,20.687596,83.494033
balli,BLLI,25.760484,84.153076
bolinnadoaba,BLND,31.342250,75.656576
balrampur,BLP,27.415624,82.160736
balotra junction,BLT,25.830285,72.248521
bamra,BMB,22.051752,84.291341
basmat,BMF,19.333007,77.151301
bamanheri,BMHR,29.514659,77.706298
bamla,BMLL,28.825503,76.144046
badampahar,BMPR,22.088555,86.112143
bhimasar,BMSR,23.186378,70.175020
bibinagar,BB,17.471070,78.794582
bohani,BNE,22.913271,78.915672
baragaon,BNM,26.755835,81.847495
bharthana,BNT,26.750727,79.217133
bobas,BOBS,26.905730,75.498355
bhojo,BOJ,27.063447,95.032331
boisar,BOR,19.797601,72.761716
borawar,BOW,27.028605,74.669842
berhamporecrt,BPC,24.089383,88.263964
barpeta road,BPRD,26.502358,90.964814
bazpur,BPZ,29.158102,79.146462
bommidi,BQI,11.984332,78.245801
bakhleta,BQQ,23.875488,80.064212
birsola,BRA,21.598822,80.207163
bheraghat,BRGT,23.169976,79.797896
bahraich,BRK,27.581907,81.607874
barhan,BRN,27.329349,78.191802
barakar,BRR,23.741502,86.819833
bhairoganj,BRU,27.151892,84.242474
bareta,BRZ,29.859506,75.692525
basugaon,BSGN,26.460363,90.420569
banasandra,BSN,13.265740,76.659089
barsitakli,BSQ,20.576014,77.060916
barasat,BT,22.724448,88.484321
bankata,BTK,26.266061,84.094727
bortalao,BTL,21.217976,80.626116
bhatpur,BTPR,22.138204,73.647566
baitarani road,BTV,20.987449,86.235779
baswa,BU,27.150398,76.575450
badlapur,BUD,19.166700,73.239661
bhalulata,BUL,22.266575,85.060264
bargi,BUQ,22.995642,79.874773
bhandak,BUX,20.084599,79.112916
ballabgarh,BVH,28.340194,77.312384
bhavaninagar,BVNR,17.200611,74.252694
bhivpuri road,BVS,18.970001,73.331511
bhadaura,BWH,24.786854,77.411776
bhawanimandi,BWM,24.419662,75.830069
badwasi,BWS,27.310664,73.664016
barsuan,BXF,21.847428,85.119854
barpathar,BXP,26.274493,93.899459
bellary cant.,BYC,15.150667,76.895104
banahi,BYN,25.561387,84.390173
bhayandar,BYR,19.311457,72.852615
bazarsau,BZLE,23.875782,88.182886
bisra,BZR,22.247950,84.998176
chakki bank,CHKB,32.259374,75.636297
champa,CPH,22.034491,82.665101
chandrapur,CD,19.959867,79.300216
chennai egmore,MS,13.078621,80.261326
chiplun,CHI,17.542171,73.522106
chittaurgarh,COR,24.874776,74.624158
churu,CUR,28.288831,74.966732
cuddapah,HX,14.451657,78.829252
chakrajmal,CAJ,29.249711,78.536044
coimbatore,CBEE,10.996415,76.966855
clutterbuckganj,CBJ,28.396535,79.371665
chikballapur,CBP,13.431532,77.732852
chinchvad,CCH,18.639464,73.791806
chandanchauki,CDC,28.545040,80.770086
chandlodiya,CDLD,23.075458,72.544203
chhandrauli,CDRL,26.699536,81.230992
chebrol,CEL,16.819875,81.396169
chandragiri,CGI,13.611808,79.312102
changanassery,CGY,9.450649,76.547216
chakarbhatha,CHBT,22.002951,82.111815
chavalkhede,CHLK,21.024845,75.352101
chhapi,CHP,24.035128,72.400437
cochinhrbrtms,CHTS,9.960545,76.267539
chilbila junction,CIL,25.947004,82.004098
chhatna,CJN,23.305074,86.975496
chauth ka barwara,CKB,26.050952,76.148717
chalakudi,CKI,10.301904,76.321880
chikodi road,CKR,16.368857,74.769300
chilka,CLKA,19.686294,85.179533
chilakalapudi,CLU,16.202580,81.162109
chimidipalli,CMDP,18.262233,83.076702
chimapahad,CMW,17.516119,80.464011
chanderiya,CNA,24.939458,74.629996
chandranathpur,CNE,24.963324,92.689536
chandawal,CNL,25.946767,73.868904
contai road,CNT,22.071562,87.336704
chhotagudha,COD,27.306546,75.589053
cuddalore junction,COT,11.715023,79.766319
chandiposi,CPE,22.064522,84.909198
chipurupalle,CPP,18.316712,83.570142
chausa,CSA,25.499027,83.896846
cossimbazar,CSZ,24.122256,88.266937
chitgidda,CTF,17.393915,77.973167
chital,CTL,21.745549,71.217964
chitrawad,CTRD,21.101027,70.556944
chityala,CTYL,17.222381,79.134858
chondi,CWI,18.726820,72.881967
chakradharpur,CKP,22.676253,85.624326
chandausi,CH,28.459335,78.780370
chandrapura,CRP,23.755732,86.119741
chengalpattu junction,CGL,12.695021,79.981399
chhapra,CPR,25.788435,84.724714
chirala,CLX,15.832306,80.354419
chittoor,CTO,13.219433,79.103533
coimbatore junction,CBE,10.996468,76.966842
cuttack,CTC,20.466018,85.901406
chandafort,CAF,19.940473,79.312466
chamua,CAMU,27.138820,84.399669
coimbatorenrth,CBF,11.021006,76.954397
chachaurabngj,CBK,24.177608,77.015955
chaibasa,CBSA,22.559449,85.811845
chaurichaura,CC,26.644735,83.587325
chinnekuntapali,CCI,14.443491,77.844994
chandrakona road,CDGR,22.738823,87.340865
chandaulimjhwr,CDMR,25.273446,83.183540
chandisar,CDS,24.206322,72.312437
chiheru,CEU,31.262925,75.706737
chirgaon,CGN,25.574460,78.805894
chawapall,CHA,30.785092,76.080447
chacher,CHCR,21.242002,79.355317
chata,CHJ,27.712045,77.502919
chalthan,CHM,21.157619,72.956210
chharra,CHRA,23.402686,86.454062
chitali,CIT,19.691284,74.623622
chamaraj,CJR,22.737161,71.560636
charkhidadri,CKD,28.600668,76.279703
chakarpur,CKK,28.964163,80.013295
chaksu,CKS,26.592921,75.910631
chiluvur,CLVR,16.380015,80.617200
chamarajapuram,CMJ,12.298347,76.637789
chamagram,CMX,24.822263,87.963567
chinchli,CNC,16.565907,74.853412
chianki,CNF,23.980606,84.108617
chainpur,CNPR,23.729962,85.583224
chitrod,COE,23.436002,70.665336
chakarlapalli,CPL,13.997641,77.582935
chandsiau,CPS,29.132764,78.276597
choral,CRL,22.450062,75.945286
charaud,CRW,29.022101,75.652342
channasandra,CSDR,13.011687,77.663317
chittapur,CT,17.119690,77.090482
chikalthan,CTH,19.872764,75.537994
chattriput,CTS,18.923358,82.590340
chagallu,CU,16.964696,81.690423
chaura,CUX,24.951540,86.267715
chorvad road,CVR,21.055166,70.290395
cheriyanad,CYN,9.273462,76.585025
canacona,CNO,15.007168,74.039295
chalisgaon,CSN,20.463674,74.998906
chandigarh,CDG,30.701856,76.821899
chaparmukh,CPK,26.202908,92.512210
chengannur,CNGR,9.319403,76.608189
chidambaram,CDM,11.391505,79.703361
chitrakootdham karvi,CKTD,25.217422,80.922492
chopan,CPU,24.514299,83.026208
coonoor,ONR,11.344204,76.791807
chhabragugor,CAG,24.680192,76.851081
chatrapur,CAP,19.359155,84.973524
charbhuja road,CBG,25.301741,73.921026
cumbum,CBM,15.592761,79.111260
charbatia,CBT,20.569311,85.911471
chigicherla,CCA,14.518601,77.683347
chakdaha,CDH,23.078836,88.529827
chandpara,CDP,22.960962,88.785074
chhidgaon,CGO,22.406843,77.314071
chabua,CHB,27.480948,95.171819
chandia road,CHD,23.645517,80.701532
challakere,CHKE,14.315250,76.660030
chhina,CHN,31.902363,75.272210
chirmiri,CHRM,23.189788,82.349889
charvattur,CHV,12.213812,75.154834
chhajli,CJL,30.043114,75.812696
charamulakusum,CJS,19.016043,82.415834
chakdayala,CKDL,32.479393,75.305222
chikni road,CKNI,20.326096,78.959408
chakulia,CKU,22.478463,86.721364
chalala,CLC,21.415034,71.161633
chalgeri,CLI,14.561562,75.735714
chilo,CLO,27.444592,73.525317
cinnamara,CMA,26.706487,94.239464
chamarajanagar,CMNR,11.934857,76.932672
chintamani,CMY,13.411182,78.053867
chandur,CND,20.803906,77.982343
chaunrah,CNH,26.165472,79.782637
chandar,CNR,15.264771,74.047913
chomunsamod,COM,27.158071,75.702447
chinchpada,CPD,21.190636,73.919274
chinpal,CPLE,23.826491,87.434169
channapatna,CPT,12.659297,77.203387
charegaon,CRN,22.042186,80.140280
chirawa,CRWA,28.223444,75.650672
chitradurg,CTA,14.230943,76.385930
chitahra,CTHR,24.870866,80.838231
chitrasani,CTT,24.264383,72.485980
cavalrybarrcks,CVB,17.495284,78.518973
chainwa,CW,26.021774,84.496525
charni road,CYR,18.951659,72.818471
chakia,CAA,26.417931,85.046729
chalsa,CLD,26.882282,88.798297
chandil,CNI,22.955341,86.070482
chatrapati sahu,CSMT,16.702454,74.237923
chennai central,MAS,13.084850,80.274907
chikjajur,JRU,14.126255,76.138619
chittaranjan,CRJ,23.857366,86.878248
chunar,CAR,25.103438,82.875187
cuddalore port,CUPJ,11.715002,79.766310
chanpatia,CAI,26.941516,84.530745
chhansara,CASA,23.767434,71.275378
chaube,CBH,24.236993,85.815703
chitbaragaon,CBN,25.744532,84.002116
cbabusamudram,CBU,11.919759,79.686659
churchgate,CCG,18.934648,72.827258
chuda,CDA,22.495172,71.750169
chodiala,CDL,29.895541,77.737841
chadotar,CDQ,24.184403,72.372916
chharodi,CE,23.039688,72.274476
cholang,CGH,31.618054,75.640335
chandannagar,CGR,22.867019,88.354051
chaurebazar,CHBR,26.469889,82.119117
chaukhandi,CHH,25.339624,82.834985
chola,CHL,28.312480,77.729395
channani,CHNN,26.468326,75.923079
chaneti,CHTI,28.309144,79.429218
chhaprakacheri,CI,25.786276,84.746732
chinnaganjam,CJM,15.689606,80.236622
chajawa,CJW,25.009419,76.581136
chokisorath,CKE,21.664004,70.529329
chakrod,CKOD,23.353099,76.779764
chakur,CKX,18.487716,76.884362
chandlodiya,CDLD,23.075458,72.544203
colonelganj,CLJ,27.137662,81.694161
castlerock,CLR,15.398191,74.334740
chemancheri,CMC,11.405701,75.719248
chaumahla,CMU,23.948628,75.601336
chalama,CMZ,15.422774,78.695636
chandimandir,CNDM,30.727154,76.887044
chandok,CNK,29.577119,78.152959
chuchura,CNS,22.889803,88.369630
coochbehar,COB,26.318741,89.456313
chhotiodai,COO,26.558805,76.805556
chhipadohar,CPDR,23.813894,84.203110
champanerrd junction,CPN,22.541425,73.393027
charkhari road,CRC,25.307640,79.746534
chirayinkil,CRY,8.659624,76.785303
cansaulim,CSM,15.344919,73.897460
chatra,CTR,24.372621,87.848983
churk,CUK,24.649891,83.103488
chavaj,CVJ,21.752378,73.009960
chhindwara junction,CWA,22.057955,78.952801
dahod,DHD,22.843936,74.253661
danapur,DNR,25.582182,85.044991
dehradun,DDN,30.313867,78.033430
delhi cantt,DEC,28.612819,77.115799
devlali,DVL,19.896872,73.837102
dharmapuri,DPJ,12.126229,78.154119
dhaulpur,DHO,26.697437,77.905821
dhuri,DUI,30.373245,75.866999
dindigul junction,DG,10.353909,77.985644
durg,DURG,21.200027,81.291413
dhaban,DABN,19.430658,77.155645
daliganj,DAL,26.875933,80.927855
dagmagpur,DAP,25.098429,82.800714
dhari junction,DARI,21.326810,71.027579
delhi azadpur,DAZ,28.702869,77.177355
deoband,DBD,29.679785,77.670634
dabka,DBKA,21.361463,76.720950
dabhoda,DBO,23.165939,72.745433
dabilpur,DBV,17.674825,78.470877
damalcheruvu,DCU,13.478768,79.056392
dondaicha,DDE,21.331544,74.562985
damdim,DDM,26.858725,88.671286
dudwa,DDW,28.507782,80.672371
deorakot,DELO,26.754415,81.906411
dadri,DER,28.538141,77.537768
deogan road,DFR,20.554959,83.429981
dungri,DGI,20.687049,72.949196
dhengli pimpalgaon,DGPP,19.393390,76.497652
dhodakhedi,DHKR,30.018524,76.842465
dhanala,DHNL,23.009206,71.084058
dhirganj,DHRJ,25.745429,81.923895
dibai,DIB,28.193690,78.303416
dilawarnagar,DIL,26.960117,80.667280
diva,DIVA,19.189211,73.043122
dhoraji,DJI,21.722029,70.444397
dankuni,DKAE,22.678510,88.290830
dokwa,DKWA,28.580080,75.323263
daulatabad,DLB,19.916609,75.210491
dalkolha,DLK,25.873690,87.839169
dalelnagar,DLQ,27.118816,80.419695
damodar junction,DMA,23.651119,86.908527
domingarh,DMG,26.764857,83.341693
dharmpurhmchl,DMP,30.900015,77.023982
dalmau junction,DMW,26.075403,81.053946
dhondi,DNDI,19.086666,76.743845
dhanakya,DNK,26.918320,75.605623
dinanagar,DNN,32.134520,75.467339
donkinavalasa,DNV,18.469453,83.351596
doraha,DOA,30.804114,76.043349
donigal,DOG,12.904381,75.734498
dholi,DOL,25.976468,85.564901
darliput,DPC,18.350788,82.706718
diphu,DPU,25.836784,93.438113
dhalaibil,DQL,25.836784,93.438113
dharhara,DRH,25.258106,86.411853
dharewada,DRW,23.966877,72.380740
deswal,DSL,26.852254,73.884276
deshnok,DSO,27.790301,73.339612
detroj,DTJ,23.337784,72.181867
dhaura,DUA,24.449699,78.321821
dubrajpur,DUJ,23.802996,87.378525
dulrasar,DUS,28.300026,74.510617
duvvada,DVD,17.703885,83.151802
dailwara,DWA,24.778192,78.392975
dwarkaganj,DWJ,26.327816,82.108768
diwankhavati,DWV,17.855210,73.418486
dharangaon,DXG,21.006297,75.286022
digsar,DXR,22.713322,71.501661
daryapur,DYP,26.182486,81.248336
dalgaon,DLO,26.714755,89.136947
darbhanga,DBG,26.157826,85.907149
dehri on sone,DOS,24.915319,84.185568
delhi sarai rohilla,DEE,28.666284,77.185453
dhamangaon,DMN,20.784784,78.138109
dharmavaram,DMM,14.425703,77.717700
dhola,DLJ,21.823108,71.738672
dibrugarh town,DBRT,27.465404,94.937224
dongargarh,DGG,21.186172,80.760062
durgapur,DGR,23.496940,87.317591
devargudda,DAD,14.668045,75.575463
dhamora,DAM,28.695406,79.097171
dapodi,DAPD,18.581762,73.832692
dagru,DAU,30.835514,75.046552
dabhoi junction,DB,22.137804,73.415340
devbalodachrda,DBEC,21.224022,81.475503
dodbele,DBL,13.216927,77.351600
debipur,DBP,23.143912,88.156632
duraundha junction,DDA,26.087467,84.459454
dumdum,DDJ,22.621102,88.393199
daudpur,DDP,25.907100,84.590850
dudwindi,DDY,31.241215,75.266184
delang,DEG,20.038394,85.766737
demu,DEMU,23.699983,84.522064
desari,DES,25.667813,85.410050
dighwara,DGA,25.744240,85.005637
dungar junction,DGJ,21.072827,71.565388
dugdol,DGQ,24.610503,72.079997
dheena,DHA,25.354148,83.422748
dadhalinam,DHM,21.635589,73.060774
dichpalli,DHP,18.613936,78.195144
dhirera,DHRR,28.361458,73.600495
dhariwal,DHW,31.949431,75.321747
dahisar,DIC,19.250026,72.859396
ding,DING,29.461141,75.260507
dhanapurorissa,DIR,18.943228,82.515721
dhilwan,DIW,31.500922,75.329976
daharkabalaji,DKBJ,26.944261,75.765960
doikallu,DKLU,19.741561,83.485254
darekasa,DKS,21.271179,80.580508
dudhwakhara,DKX,28.460259,75.166544
dalmera,DLC,28.419183,73.656092
dullahapur,DLR,25.799833,83.422920
dumribihar,DMBR,23.807099,85.763218
daurammadhpura,DMH,25.908587,86.782912
dharampur,DMPR,28.148141,78.264195
dhanari,DN,28.328824,78.509885
dhamni,DNE,19.649216,77.178372
dhenkanal,DNKL,20.676836,85.590552
dhandhera,DNRA,29.843399,77.902064
dangarwa,DNW,23.382795,72.448390
dundlodmkdgrh,DOB,27.938740,75.237375
dhodramohar,DOH,22.281472,77.875060
dundara,DOR,25.895905,72.796844
dosapadu,DPD,16.469073,80.939173
diplana,DPLN,29.182759,74.880513
dadpur,DPX,24.807110,86.364033
dhanera,DQN,24.503785,72.032543
derol,DRL,22.630292,73.461946
dhurwasin,DRSN,23.129231,81.845949
derowanp.h.,DRWN,22.488133,85.299561
dosvada,DSD,21.131902,73.517371
deshalpar,DSLP,23.201040,69.435779
dalsinghsarai,DSS,25.664960,85.841619
darritola,DTL,23.289623,82.395784
dabtara,DUB,28.388380,78.945258
duganpur,DUN,23.495425,87.317466
dusi,DUSI,18.370410,83.858103
devgam,DVGM,23.940566,71.592357
dhekvad,DWD,21.353579,74.162518
diwana,DWNA,29.318490,76.979524
dewas,DWX,22.977933,76.051158
duhai,DXH,28.730354,77.480153
dumariya,DY,26.864046,77.233701
dasuya,DZA,31.808363,75.657731
dadar,DR,19.017879,72.843609
daltonganj,DTO,24.033645,84.074552
daund,DD,18.464037,74.578910
delhi,DLI,28.660960,77.227693
delhi shahdara,DSA,28.672989,77.292313
dhanbad,DHN,23.791142,86.429646
dharwad,DWR,15.440655,75.004684
dhone,DNC,15.396337,77.865449
dildarnagar,DLN,25.419492,83.668495
dornakal,DKJ,17.446051,80.152982
dwarka,DWK,22.250842,68.980262
duroji,DAJ,15.226637,76.701023
dhaneta,DAN,28.512567,79.264772
danwar,DAR,28.126949,77.886055
devalgaonauchr,DAV,19.319833,76.611737
dabra,DBA,25.881306,78.331073
dabla,DBLA,27.888659,75.946313
dabhaura,DBR,25.118080,81.303202
digboi,DBY,27.383791,95.617154
dumdum cant.,DDC,22.637043,88.412086
,,,
dehu road,DEHR,18.680581,73.734237
diyodar,DEOR,24.112378,71.769572
durgadagate,DGDG,17.212571,82.349253
dhulianganga,DGLE,24.672239,87.938440
dagori,DGS,21.905755,82.069123
dhule,DHI,20.887826,74.768201
dholamazra,DHMZ,30.115162,76.853605
dappar,DHPR,30.517502,76.807517
dhavalas,DHS,18.129434,75.334357
dombivili,DI,19.218335,73.087011
duggirala,DIG,16.327764,80.623815
divinenagar,DINR,10.285803,76.336838
disa,DISA,24.237258,72.179381
darjeeling,DJ,27.037889,88.263049
donakonda,DKD,15.834381,79.483959
dakaniyatalav,DKNT,25.146037,75.865919
dhulkot,DKT,30.395955,76.787819
delhi kishanganj,DKZ,28.664338,77.200718
dalauda,DLD,23.949069,75.105913
dalpatpur,DLP,28.820754,78.877399
dilwa,DLW,24.537715,85.420101
dhemaji,DMC,27.489057,94.542309
dilmili,DMK,19.012688,81.828652
dharmanagar,DMR,24.370126,92.170014
degana junction,DNA,26.897109,74.316595
danea,DNEA,23.800046,85.658697
dhanoli,DNL,21.321705,80.427150
dhodhar,DOD,23.770461,75.103370
daurai,DOZ,26.396166,74.619660
dabpal,DPF,18.928311,81.489205
dhirpur,DPP,30.066520,76.844244
devpura,DPZ,26.031786,76.253880
debari,DRB,24.619910,73.805173
daurala,DRLA,29.114537,77.706510
dasharathpur,DRTP,25.265134,86.464827
dallirajhara,DRZ,20.587841,81.068394
delhi safdarjang,DSJ,28.582350,77.186213
darasuram,DSM,10.944557,79.356423
dhatrigram,DTAE,23.278164,88.311933
dhamtari,DTR,20.715098,81.550848
dubaha,DUBH,25.948576,85.616833
desur,DUR,15.754976,74.498258
dumduma town,DUT,27.573747,95.556094
doravartchtram,DVR,13.781022,79.969331
dewanganj,DWG,23.429406,77.592706
doiwala,DWO,30.175897,78.122229
dantewara,DWZ,18.908144,81.354880
dhanakherli,DXK,26.949306,77.534425
daryabad,DYD,26.861979,81.550489
dahinazainabad,DZB,28.290773,76.391702
dahanu road,DRD,19.991841,72.743514
damoh,DMO,23.836575,79.432230
davangere,DVG,14.467872,75.919649
deoriasadar,DEOS,26.508119,83.782478
dharmabad,DAB,18.888787,77.848702
dhasa,DAS,21.782712,71.518008
dhrangadhra,DHG,22.987146,71.478719
dimapur,DMV,25.905899,93.728117
dungarpur,DNRP,23.867457,73.695639
datia,DAA,25.641115,78.456185
dakhineswar,DAKE,22.653693,88.364225
daghora,DAO,21.891101,83.390463
dara,DARA,24.832428,76.005713
dhanuvachapuram,DAVM,8.378922,77.124922
dhubri,DBB,26.022923,89.977673
dablirathan,DBI,29.544825,74.194949
dabolim,DBM,15.388395,73.850320
dodballapur,DBU,13.279406,77.550830
dhandhuka,DCK,22.384487,71.976397
dundi,DDCE,23.557403,80.216280
dhandarikalan,DDL,30.874263,75.909669
dudhsagar,DDS,15.318069,74.306282
debagram,DEB,23.688984,88.307807
denduluru,DEL,16.781767,81.180714
depalsar,DEP,28.236423,74.919904
dewalgaon,DEW,20.911219,80.087346
digha flag station,DGHA,21.624080,87.508482
dongargaon,DGN,21.621422,76.370064
dhulghat,DGT,21.296039,76.749973
dhinoj,DHJ,23.670778,72.281665
dhinda,DHND,26.892138,75.370336
dharnaoda,DHR,15.348093,75.160665
dhubulia,DHU,23.485767,88.440410
didwana,DIA,27.406547,74.557889
dharuadihi,DIH,21.994782,84.223401
duliajan,DJG,27.367223,95.306592
dakor,DK,22.746833,73.158219
dankaur,DKDE,28.413000,77.644128
devakottai road,DKO,10.038017,78.762214
dhanakwada,DKW,24.146705,71.826116
daladi,DL,22.585938,71.072632
dhalgaon,DLGN,17.120615,74.988368
damnagar,DME,21.688389,71.509537
dumurdaha,DMLE,23.039917,88.432439
diguvametta,DMT,15.395026,78.826142
dandupur,DND,25.802296,82.041298
dhindhorahkmkd,DNHK,26.896966,74.315888
dhanmandal,DNM,20.687017,86.111711
dantan,DNT,21.930628,87.284011
dausa,DO,26.900484,76.330990
deori,DOE,23.297216,80.008951
dholka,DOK,22.732419,72.434486
durgapura,DPA,26.856112,75.786810
dadhapara,DPH,22.028104,82.123384
dhampur,DPR,29.305922,78.501986
dhupguri,DQG,26.573948,88.994997
daraganj,DRGJ,25.443190,81.880556
daryaogonj,DRO,27.598141,79.082785
dasna,DS,28.693602,77.545189
duskheda,DSK,21.073481,75.838961
dausni,DSNI,29.784560,77.979390
ditokcherra,DTC,25.091725,92.802060
dhutra,DTV,21.897037,84.091235
dudhani,DUD,17.362824,76.379018
dumraon,DURE,25.571619,84.143685
delvada,DVA,20.773577,71.041790
devaliya,DVY,23.027800,71.012406
dingwahi,DWI,25.418020,80.412770
dwarapudi,DWP,16.927190,81.922613
digod,DXD,25.195736,76.026361
duddhinagar,DXN,24.208842,83.216494
dudhia khurd,DYK,28.449202,80.213311
durgachak town,DZKT,22.069596,88.145719
ernakulam junction,ERS,9.970097,76.291054
edduladoddi,EDD,15.329624,77.590994
ezhukone,EKN,8.979496,76.715297
ekma,EM,25.967102,84.536231
erich road,ERC,25.820696,79.035503
etmadpur,ETUE,27.221748,78.198203
ernakulam town,ERN,9.970351,76.291205
elamanur,EL,10.879837,78.573825
eraniel,ERL,8.213041,77.308577
edavai,EVA,8.763320,76.697699
errupalem,YP,16.824963,80.471779
erode,ED,11.328064,77.726565
ekchari,EKC,25.228101,87.214582
ezhimala,ELM,12.068374,75.231917
ellenabad,ENB,29.443751,74.657893
etah,ETAH,27.572285,78.654400
eluru,EE,16.717821,81.119758
etawah,ETW,26.786480,79.022286
ekambarakuppam,EKM,13.318547,79.573247
elphinston road,EPR,19.007431,72.835900
ettumanur,ETM,9.676547,76.545382
ellamanchili,YLM,17.553332,82.852900
faizabad,FD,26.768832,82.135674
fatehpur,FTP,25.917223,80.801255
ferozepur city,FZP,30.962044,74.600980
farrukhabad,FBD,27.381914,79.571344
ferok,FK,11.175792,75.830179
farhedi,FRD,28.719468,78.795106
faizullapur,FYZ,25.867690,80.897997
faridabad,FDB,28.411219,77.307737
fatuha,FUT,25.502029,85.306025
ferozepur cantonment,FZR,30.942133,74.618257
faridkot,FDK,30.683374,74.762067
fakhrabad,FKB,18.824427,77.974593
falakata,FLK,26.539318,89.192491
fatehsinghpura,FSP,26.818709,77.140667
fazalpur,FZL,29.583460,78.222236
farrukhabad,FBD,27.381914,79.571344
fazilka,FKA,30.408890,74.025154
forbesganj,FBG,26.299292,87.262059
falna,FA,25.235554,73.234670
fatehgarh,FGR,27.370067,79.620905
fursatganj,FTG,26.244854,81.416024
ferozeshah,PHS,30.886210,74.792110
firozabad,FZD,27.147529,78.386887
furkating,FKG,26.465502,94.002692
fatehnagar,FAN,24.818161,74.095758
fatehgarhsahib,FGSB,30.651232,76.388596
fakiragram junction,FKM,26.364851,90.186217
fatehpurskhwti,FPS,28.000362,74.970467
fatehpursikri,FTS,27.093860,77.670625
fatehabad chowk,FTD,23.010947,75.673171
gadag,GDG,15.436751,75.641822
gangapur city,GGC,26.468383,76.727350
ghaziabad,GZB,28.652991,77.428375
gomoh,GMO,23.873320,86.148108
gorakhpur,GKP,26.759559,83.382255
gulbarga,GR,17.314793,76.824333
guruvayur,GUV,10.597097,76.045634
ganjbasoda,BAQ,23.845302,77.944752
gevra road,GAD,22.349421,82.646100
ganeshganj,GAJ,23.895736,79.074213
ganjam,GAM,19.395566,85.046130
gurpa,GAP,24.562308,85.296603
gauribazar,GB,26.594686,83.667923
giddarbaha,GDB,30.201279,74.663267
gudgeri,GDI,15.124698,75.359494
gundla pochampally,GDPL,17.568839,78.487912
ghoradongri,GDYA,22.126633,78.002231
guledagudda road,GED,16.069527,75.695713
ghoga,GGA,25.210552,87.161492
goshainganj,GGJ,26.571218,82.383930
ghugus,GGS,19.950851,79.104715
ghagwal,GHGL,32.504840,75.213667
gohana,GHNA,29.141170,76.689836
ghum,GHUM,27.008352,88.253859
gandhidhambg,GIMB,23.068785,70.148004
gidam,GIZ,18.935546,81.410460
gadhakda,GKD,21.238082,71.381927
ghal kalan,GKX,30.822727,75.109227
gulabhganj,GLG,23.684317,77.912297
gullipadu,GLU,17.409810,82.633880
gumia,GMIA,23.802834,85.828783
govindgarhmalk,GND,27.240942,75.645266
gangakher,GNH,18.973030,76.755915
ghanpur,GNP,17.850247,79.376262
gangiwara,GNW,22.095382,78.848312
gogamukh,GOM,27.441659,94.320091
gopalganj,GOPG,26.454091,84.435326
govindpuri,GOY,26.453842,80.313093
ghatprabha,GPB,16.240953,74.760212
gajapatinagaram,GPI,18.293600,83.334065
gharaunda,GRA,29.541064,76.965342
guriya,GRI,25.997285,73.953193
gurra,GRO,22.631886,77.867004
ghaso,GSO,29.531272,76.143125
ghutai,GTI,25.289715,79.439088
gomta,GTT,21.873825,70.729913
gularbhoj,GUB,29.110926,79.301534
gunerubamori,GVB,24.461926,78.062956
gudlavalleru,GVL,16.348710,81.046527
gazulapalli,GZL,15.430505,78.599816
gajraula,GJL,28.834900,78.250281
garwa road,GHD,24.214248,83.885912
goalpara town,GLPT,26.127295,90.621067
gonda,GD,27.154801,81.978410
gossaingaon hat,GOGH,26.429921,89.972348
guna,GUNA,24.641010,77.314306
guwahati,GHY,26.188099,91.752205
gaipura,GAE,25.160590,82.386467
gajarabahara,GAJB,24.053988,82.312303
gogameri,GAMI,29.160444,75.035094
gadarwara,GAR,22.900075,78.792096
garhbeta,GBA,22.844480,87.321178
gulabpura,GBP,25.907988,74.657096
gadra road,GDD,25.741322,70.636100
gondal,GDL,21.972400,70.795401
gudaparti,GDPT,17.028227,82.130857
gundardehi,GDZ,20.949517,81.302408
girgadhara,GEG,20.907148,70.920027
gangadhara,GGAR,21.140429,73.046719
goraghuma,GGM,23.036731,72.445428
ghunghuti,GGT,23.343418,81.186022
garhiharsaru,GHH,28.437997,76.930300
ghantikhalndpr,GHNH,20.510922,85.736310
garhara,GHX,25.440930,86.005329
ginigera,GIN,15.347969,76.247710
gangajhari,GJ,21.443103,80.058807
gangsarjaitu,GJUT,30.446195,74.879243
guskara,GKH,23.490663,87.733659
gorakhpur city,GKY,26.759674,83.382270
golaghat,GLGT,26.509232,93.961641
gollapally,GLY,16.819207,78.157679
gumada,GMDA,18.889010,83.457617
gumman,GMM,30.842552,76.971710
gurmura,GMX,24.355073,83.048129
gauriganj,GNG,26.203271,81.687284
gunji,GNJ,15.543792,74.480174
gadiganuru,GNR,15.218746,76.598972
gokarna road,GOK,14.583500,74.367642
gotegaon,GON,23.034559,79.484836
gotan,GOTN,26.652311,73.737334
golsar,GOZ,28.153741,74.546771
gummidipundi,GPD,13.409742,80.123481
gorapur,GPJ,18.346583,82.793949
gautampura road,GPX,23.026857,75.528595
garhdhrubeswar,GRB,23.509298,86.617141
guwarighat,GRG,23.110385,79.927980
